Voltage_measured,Current_measured,Temperature_measured,Voltage_charge,Time,Cycle_Number,Normalized_Voltage
3.07035107,-0.002928804,38.75044302,0.001,3386.641,1,0.52
3.116269359,-0.0002312,38.44516954,0,3406.656,1,0.51
3.148652707,-0.001231366,38.11900862,0,3426.625,1,0.51
3.172906055,-0.001014384,37.76735043,0.001,3446.875,1,0.51
3.191026108,-0.001654597,37.44505872,0,3466.984,1,0.51
3.206036132,-0.003069055,37.11174648,0,3487.078,1,0.51
3.218449403,-0.001556717,36.79878982,0,3507.328,1,0.51
3.228753411,-0.003457734,36.47916483,0,3527.562,1,0.51
3.238095134,0.000231406,36.18014492,0,3547.781,1,0.51
3.245843999,0.000728585,35.8747647,0,3568.062,1,0.5
3.25261434,-0.002659181,35.58584394,0,3588.328,1,0.5
3.258704513,-0.00151258,35.29671123,0,3608.594,1,0.5
3.264120581,-0.001531691,35.0217378,0,3628.953,1,0.5
3.269029953,-0.000405678,34.75487142,0,3649.375,1,0.5
3.273206732,-0.000387596,34.49007848,0,3669.875,1,0.5
3.277169977,-0.006528351,34.23085284,0,3690.234,1,0.5
4.189773214,2.13E-05,24.69775194,0,0,2,0.99
4.18888138,-0.000879471,24.68594816,4.204,16.672,2,0.99
3.979156705,-2.014654031,24.73813208,3.056,35.703,2,0.86
3.956924182,-2.013703345,24.89707081,3.024,53.828,2,0.85
3.940053839,-2.012797052,25.08475005,3.003,71.891,2,0.84
3.926095595,-2.011272539,25.26462928,2.983,90.047,2,0.83
3.914319146,-2.011621417,25.45418953,2.973,108.313,2,0.83
3.903873088,-2.01258002,25.64589582,2.963,126.391,2,0.82
3.894661588,-2.013388874,25.83311317,2.954,144.625,2,0.81
3.886131362,-2.009706262,26.02527077,2.946,162.719,2,0.81
3.87816369,-2.012302057,26.19856493,2.938,180.953,2,0.8
3.870634853,-2.015149918,26.37475161,2.931,199.016,2,0.8
3.86368452,-2.014445426,26.56767869,2.925,217.297,2,0.79
3.857104475,-2.012984577,26.74085444,2.919,235.469,2,0.79
3.850762064,-2.012990759,26.91092143,2.913,253.735,2,0.79
3.844652894,-2.012909732,27.08152146,2.907,271.813,2,0.78
3.838825966,-2.013136993,27.25573552,2.901,290.063,2,0.78
3.833062647,-2.01549025,27.40821436,2.896,308.266,2,0.78
3.827711353,-2.013324532,27.56582204,2.891,326.422,2,0.77
3.822516338,-2.014564043,27.73906497,2.885,344.594,2,0.77
3.817388386,-2.012706603,27.89588863,2.881,362.782,2,0.77
3.81241351,-2.015793905,28.0449069,2.876,381.016,2,0.77
3.807191072,-2.011928816,28.20069015,2.871,399.25,2,0.76
3.802460505,-2.013732112,28.34166956,2.867,417.422,2,0.76
3.797357931,-2.012156754,28.50110128,2.862,435.563,2,0.76
3.792564849,-2.010483142,28.64330059,2.857,453.75,2,0.76
3.787693846,-2.011578607,28.78265944,2.853,472.032,2,0.76
3.782679284,-2.012367489,28.92436421,2.849,490.328,2,0.75
3.777883322,-2.012486481,29.0500581,2.844,508.516,2,0.75
3.77278907,-2.010672386,29.17673996,2.839,526.641,2,0.75
3.768112592,-2.011937411,29.28266755,2.835,544.891,2,0.75
3.763420402,-2.016820543,29.40969941,2.83,563.078,2,0.75
3.758823107,-2.01218145,29.52469361,2.826,581.235,2,0.74
3.754457664,-2.013657238,29.62356689,2.821,599.5,2,0.74
3.750020268,-2.0119795,29.71151583,2.817,617.703,2,0.74
3.745626232,-2.012095764,29.79177397,2.813,636.032,2,0.74
3.741277204,-2.013671167,29.88511646,2.808,654.172,2,0.73
3.737167609,-2.014101943,29.95800356,2.805,672.344,2,0.73
3.733081266,-2.0124501,30.03179672,2.801,690.547,2,0.73
3.729079465,-2.012340195,30.0925491,2.797,708.844,2,0.73
3.72502104,-2.012501578,30.1488277,2.793,727.047,2,0.72
3.720898812,-2.011869819,30.20981101,2.789,745.266,2,0.72
3.71710973,-2.010436864,30.27443575,2.785,763.703,2,0.72
3.713186805,-2.013330133,30.32661172,2.781,782,2,0.72
3.709234502,-2.012570448,30.37081726,2.777,800.25,2,0.72
3.705406473,-2.010738844,30.41148161,2.773,818.563,2,0.71
3.701251746,-2.012317184,30.45131924,2.769,836.953,2,0.71
3.697471611,-2.013917574,30.50043703,2.766,855.344,2,0.71
3.693633311,-2.013475521,30.53546274,2.762,873.578,2,0.71
3.689835719,-2.01067744,30.57953121,2.759,891.828,2,0.7
3.685924102,-2.012676213,30.62603,2.755,910.25,2,0.7
3.682166402,-2.010285095,30.67508566,2.751,928.625,2,0.7
3.67821426,-2.011795121,30.72955356,2.747,947,2,0.7
3.674657975,-2.011940217,30.77408668,2.744,965.344,2,0.69
3.670956088,-2.01457483,30.80994114,2.741,983.688,2,0.69
3.667425677,-2.012235269,30.87367659,2.737,1002,2,0.69
3.663784584,-2.012726037,30.93347345,2.733,1020.344,2,0.69
3.660241437,-2.012163761,30.97697134,2.73,1038.703,2,0.69
3.65674622,-2.013802481,31.02951288,2.727,1057.078,2,0.68
3.653054354,-2.012399749,31.07917531,2.723,1075.422,2,0.68
3.649666159,-2.012713975,31.12993916,2.719,1093.75,2,0.68
3.64632606,-2.010314608,31.18535843,2.717,1112.063,2,0.68
3.642855103,-2.012334757,31.24388396,2.713,1130.485,2,0.68
3.639584767,-2.009007138,31.28447416,2.709,1148.75,2,0.67
3.635895837,-2.013575257,31.33080525,2.706,1167.094,2,0.67
3.632672932,-2.013450843,31.38460322,2.703,1185.438,2,0.67
3.629356129,-2.013153275,31.44620265,2.699,1203.875,2,0.67
3.62604805,-2.01149414,31.48951112,2.696,1222.172,2,0.67
3.622577821,-2.011284383,31.54859223,2.693,1240.563,2,0.66
3.619431505,-2.010105643,31.60058058,2.689,1259.094,2,0.66
3.616132783,-2.012584853,31.64699657,2.686,1277.453,2,0.66
3.612871093,-2.014344614,31.71399096,2.683,1295.844,2,0.66
3.609770735,-2.015630904,31.75089554,2.68,1314.391,2,0.66
3.606263031,-2.011376179,31.81423239,2.677,1332.766,2,0.66
3.6032073,-2.012797593,31.8599924,2.673,1351.235,2,0.65
3.60010995,-2.011987023,31.91161045,2.671,1369.688,2,0.65
3.596973783,-2.014536178,31.96423069,2.667,1388.141,2,0.65
3.59394366,-2.011831443,32.01266488,2.664,1406.61,2,0.65
3.590846213,-2.014565408,32.05686878,2.662,1425.188,2,0.65
3.587743341,-2.014462354,32.10427788,2.658,1443.703,2,0.64
3.584668974,-2.012389783,32.16137954,2.656,1462.282,2,0.64
3.581796758,-2.014284841,32.22189208,2.652,1480.672,2,0.64
3.578628144,-2.010737689,32.26281997,2.65,1499.203,2,0.64
3.575829825,-2.012187231,32.30454147,2.647,1517.766,2,0.64
3.572817897,-2.015846321,32.35080244,2.644,1536.313,2,0.64
3.569742681,-2.012384571,32.3966555,2.641,1554.828,2,0.63
3.566832941,-2.012589576,32.45072303,2.638,1573.422,2,0.63
3.564086104,-2.01183578,32.50460064,2.635,1591.969,2,0.63
3.560993802,-2.013146535,32.54570984,2.632,1610.532,2,0.63
3.558332331,-2.012753613,32.58870379,2.63,1629.235,2,0.63
3.555532129,-2.013180834,32.62857349,2.627,1647.844,2,0.63
3.552914041,-2.010266514,32.67654291,2.624,1666.5,2,0.62
3.550304569,-2.015554655,32.72159639,2.621,1685.094,2,0.62
3.547226556,-2.013527042,32.77702737,2.618,1703.719,2,0.62
3.544689924,-2.012367951,32.81672828,2.616,1722.344,2,0.62
3.541989093,-2.012074923,32.85892947,2.613,1741.016,2,0.62
3.53951368,-2.013438633,32.9151804,2.611,1759.703,2,0.62
3.536877421,-2.011556958,32.94494666,2.608,1778.36,2,0.62
3.534596028,-2.010772116,32.9926241,2.606,1796.969,2,0.61
3.531897466,-2.012527754,33.0383739,2.603,1815.625,2,0.61
3.529649103,-2.011900775,33.07369784,2.601,1834.297,2,0.61
3.527203286,-2.014562013,33.12214836,2.598,1852.953,2,0.61
3.525031746,-2.013030622,33.16467618,2.596,1871.657,2,0.61
3.52258568,-2.012587351,33.20414012,2.594,1890.313,2,0.61
3.520087433,-2.011695151,33.25530697,2.591,1909.172,2,0.6
3.517916319,-2.014535033,33.29200327,2.589,1927.875,2,0.6
3.51604218,-2.014108472,33.34706161,2.587,1946.672,2,0.6
3.513887109,-2.013542898,33.38949288,2.585,1965.407,2,0.6
3.511728829,-2.012198507,33.4264164,2.583,1984.188,2,0.6
3.509486566,-2.013179796,33.4734667,2.581,2002.907,2,0.6
3.507354077,-2.013720594,33.52014984,2.579,2021.625,2,0.6
3.505496359,-2.014673824,33.55345394,2.577,2040.36,2,0.6
3.503701823,-2.011250465,33.59812128,2.575,2059.078,2,0.59
3.501614665,-2.010384204,33.64395353,2.573,2077.86,2,0.59
3.500066099,-2.013000957,33.70037608,2.571,2096.641,2,0.59
3.497953169,-2.009683352,33.74721434,2.569,2115.688,2,0.59
3.495924437,-2.014165933,33.79174733,2.567,2134.594,2,0.59
3.494290913,-2.015459207,33.83241732,2.565,2153.563,2,0.59
3.492178664,-2.011907945,33.87818272,2.564,2172.407,2,0.59
3.490439231,-2.011143623,33.93373585,2.561,2191.25,2,0.58
3.488823824,-2.011526474,33.9786688,2.56,2210.11,2,0.58
3.486600979,-2.011363404,34.03795151,2.558,2228.938,2,0.58
3.485002915,-2.011495719,34.07834056,2.556,2247.953,2,0.58
3.482830048,-2.011553296,34.13148948,2.554,2266.875,2,0.58
3.480889809,-2.008829395,34.18239396,2.552,2286,2,0.58
3.478984624,-2.012524165,34.22461813,2.55,2305.032,2,0.58
3.47700335,-2.013541627,34.2796264,2.548,2323.985,2,0.58
3.475150565,-2.013199879,34.32708044,2.546,2342.907,2,0.58
3.473254968,-2.013371646,34.38754509,2.544,2362.016,2,0.57
3.471119525,-2.012465416,34.44080223,2.542,2381.125,2,0.57
3.468986985,-2.01244399,34.49043509,2.54,2400.078,2,0.57
3.467024424,-2.011902302,34.54711962,2.538,2419.063,2,0.57
3.464936273,-2.011909676,34.60648896,2.536,2438.078,2,0.57
3.462370146,-2.01411914,34.65594936,2.534,2457.172,2,0.57
3.46032259,-2.012587812,34.71567252,2.532,2476.266,2,0.57
3.457998237,-2.011744646,34.78595738,2.53,2495.36,2,0.57
3.455745048,-2.010340978,34.8525649,2.528,2514.438,2,0.56
3.453283864,-2.013115541,34.90497845,2.525,2533.438,2,0.56
3.45098842,-2.01492134,34.95821146,2.522,2552.516,2,0.56
3.448426207,-2.014231633,35.02349147,2.52,2571.578,2,0.56
3.445742239,-2.011233508,35.09023293,2.518,2590.735,2,0.56
3.443302194,-2.013386631,35.1519541,2.515,2609.813,2,0.56
3.44078972,-2.013559715,35.2175924,2.512,2628.969,2,0.56
3.437550213,-2.012877243,35.28998578,2.51,2648.266,2,0.56
3.434863384,-2.012663563,35.359473,2.507,2667.516,2,0.56
3.431758367,-2.011369132,35.43158969,2.504,2686.735,2,0.56
3.428542102,-2.012477495,35.50883795,2.501,2706.047,2,0.55
3.425189382,-2.014338644,35.5770292,2.498,2725.328,2,0.55
3.421877949,-2.013178353,35.64635212,2.494,2744.703,2,0.55
3.418272555,-2.015649787,35.72865804,2.49,2763.907,2,0.55
3.414627513,-2.012559839,35.79887796,2.487,2783.047,2,0.55
3.410866083,-2.011792421,35.87517174,2.483,2802.344,2,0.55
3.406917659,-2.011765084,35.95469592,2.48,2821.641,2,0.55
3.402555164,-2.010536776,36.01720016,2.475,2840.922,2,0.55
3.397827644,-2.009484003,36.09766466,2.47,2860.407,2,0.55
3.393420992,-2.011085302,36.18230477,2.466,2879.766,2,0.54
3.388103504,-2.009731384,36.24665471,2.461,2899.141,2,0.54
3.38243794,-2.014298858,36.33143795,2.455,2918.438,2,0.54
3.376195915,-2.00923606,36.41292529,2.45,2937.922,2,0.54
3.369564896,-2.011582462,36.49608061,2.443,2957.407,2,0.54
3.362030802,-2.014390218,36.5796369,2.436,2976.813,2,0.54
3.353781328,-2.014465438,36.65992491,2.428,2996.188,2,0.54
3.344235476,-2.013251601,36.74105807,2.42,3015.641,2,0.54
3.333582381,-2.010088367,36.84452906,2.41,3035.094,2,0.54
3.321325527,-2.01063897,36.94157017,2.398,3054.578,2,0.54
3.307211586,-2.012451222,37.04177984,2.385,3074.016,2,0.53
3.290877625,-2.011695185,37.14931965,2.37,3093.532,2,0.53
3.272392098,-2.011944085,37.23795364,2.353,3113.094,2,0.53
3.250605372,-2.013622263,37.36929507,2.334,3132.641,2,0.53
3.226319702,-2.011708302,37.48009156,2.311,3152.235,2,0.53
3.198103237,-2.012294521,37.60778226,2.285,3171.766,2,0.53
3.165670636,-2.011427221,37.74808949,2.255,3191.25,2,0.53
3.12795141,-2.011634022,37.88698835,2.221,3210.703,2,0.53
3.083313585,-2.010338927,38.02007615,2.18,3230.375,2,0.53
3.030431054,-2.011629542,38.1792733,2.133,3250.032,2,0.52
2.965201471,-2.012771928,38.34562773,2.075,3269.688,2,0.52
2.878290762,-2.013966731,38.52328332,2.003,3289.532,2,0.52
2.757868422,-2.013686309,38.70783735,1.904,3309.188,2,0.52
2.587208729,-2.010959891,38.9345899,1.766,3328.828,2,0.52
2.987586299,-8.25E-05,39.03339797,0.001,3348.735,2,0.52
3.066163441,-0.002769197,38.79758999,0,3368.688,2,0.52
3.117236759,0.000486651,38.49693582,0,3388.735,2,0.52
3.153361645,0.001569664,38.19352655,0.001,3408.75,2,0.51
3.180002601,-0.000282668,37.86912734,0.001,3428.719,2,0.51
3.200891121,0.001883018,37.54407861,0,3448.797,2,0.51
3.217699876,0.001348747,37.21733862,0,3468.953,2,0.51
3.232014535,-0.003165315,36.90925461,0.001,3489.219,2,0.51
3.244252189,-0.000895234,36.58593664,0,3509.61,2,0.51
3.254584585,-0.002665172,36.28795808,0,3529.828,2,0.51
3.263752215,-0.00241107,35.99350181,0,3550.157,2,0.51
3.271864647,0.002927403,35.71340642,0,3570.453,2,0.5
3.278767908,-0.007011912,35.4329426,0,3590.797,2,0.5
3.284798082,-0.002548282,35.1673889,0,3611.172,2,0.5
3.290484062,-0.00187219,34.90249926,0.001,3631.438,2,0.5
3.295609142,-0.001675577,34.64156285,0,3651.875,2,0.5
3.300244887,-0.000447553,34.39213659,0,3672.344,2,0.5
4.188186736,-0.00175403,24.73426616,0,0,3,0.99
4.187198338,-0.001791648,24.74050015,4.203,16.797,3,0.99
3.979994938,-2.015479071,24.79144998,3.055,35.766,3,0.86
3.958170314,-2.014815022,24.94295964,3.023,53.891,3,0.85
3.941673281,-2.01189336,25.11639958,3,72.094,3,0.84
3.92793774,-2.012895263,25.31070026,2.981,90.187,3,0.83
3.916192436,-2.010476135,25.49941826,2.97,108.328,3,0.83
3.905727104,-2.013804003,25.68138408,2.961,126.609,3,0.82
3.896625989,-2.012096176,25.87532877,2.953,144.828,3,0.81
3.888362749,-2.013949974,26.05408539,2.945,163.062,3,0.81
3.880494085,-2.011244181,26.25029469,2.937,181.25,3,0.8
3.872969002,-2.013414634,26.41735718,2.931,199.406,3,0.8
3.866210686,-2.0108746,26.60840706,2.924,217.453,3,0.79
3.859839677,-2.010932445,26.76410654,2.918,235.516,3,0.79
3.853105891,-2.014175069,26.93837186,2.911,253.797,3,0.79
3.847059855,-2.012952681,27.10631255,2.906,271.937,3,0.78
3.841201565,-2.013700338,27.27188708,2.9,290.109,3,0.78
3.83553607,-2.0131024,27.4258281,2.895,308.25,3,0.78
3.830198683,-2.015202046,27.58018326,2.889,326.375,3,0.77
3.82489405,-2.014138478,27.73458889,2.885,344.562,3,0.77
3.819741864,-2.010707525,27.89458028,2.88,362.719,3,0.77
3.814759176,-2.009728442,28.04342565,2.875,380.844,3,0.77
